x,y,z
0.303331019034015,-2.53252371310343,-0.243669076290425
0.313676811043016,-2.4280130535437,-0.196325691964847
0.262266246931198,-2.70546878486553,-0.227276765675678
0.293607596391882,-2.90873800177741,-0.367692197949943
0.197406688189761,-2.53325585720063,-0.343953236101038
0.141890933595372,-2.46944160036012,-0.229171381679611
0.492783684685709,-2.65220754537711,-0.01650141647278
0.646839231393585,-2.42480113798894,0.104919413139508
0.837388432495092,-2.31396248041819,0.180887150947839
0.933013801265659,-2.30092008553496,0.150857460585403
1.09566388461442,-2.24642530342628,0.015730177246019
1.04310512078519,-2.16385595737206,-0.048368778366444
0.995580187280117,-2.06453212300952,-0.17603457909722
0.865722897576564,-2.24744246445669,-0.138523487895047
0.693627984368037,-2.41543863100301,-0.149543902967256
0.549921306085558,-2.30346400081689,-0.090195442805064
0.626905553180246,-2.24367319710593,-0.14723260418045
0.606315971555982,-2.23438079825474,-0.335076623151156
0.422992628612283,-1.60276416214959,-0.312595558577464
0.623738098916518,-1.88384700294778,0.235724820507827
1.1413658828656,-2.39781975616503,0.308180175147048
1.64214768879808,-2.37137606657466,-0.06141623915674
1.64055520419586,-2.49887579669352,-0.042286085896376
1.84963931807709,-2.19361566978191,-0.565798317469881
1.27782198681247,-2.60308456721014,0.176622650427826
0.871729360191364,-2.47950326622253,0.292837947382294
1.10906867947901,-2.78380823240532,0.169620405011734
1.05088095803841,-3.04668103631546,-0.079503813068428
1.19147172894715,-3.02679131384143,-0.196082069534797
0.953842038072765,-2.83399387551079,-0.039158548488425
0.887641404895416,-2.66493296030016,0.113655841304008
0.832106145334492,-2.43954821702535,0.06228469363229
0.910637448619301,-2.74679852513345,-0.060130180719807
0.977842291323851,-2.536063864579,-0.167796407718988
0.923566008049499,-2.50590110692537,-0.241245076945181
1.41748968096602,-2.42053450308147,-0.281712712885198
1.56034403063029,-2.22812470814684,-0.429178924506762
1.58720067650324,-2.05183682189152,-0.399298762415974
1.41197832403872,-2.26969334061256,-0.037606249853049
1.18586260991674,-2.35848357728021,0.092902974701693
0.997966783187622,-2.31721618247977,0.112847186302662
1.12364222580658,-2.2767406809487,-0.004364281930588
1.0703098273608,-2.27292063431033,-0.021300096975003
0.996436944451055,-2.2040771790962,-0.097817575344983
1.02143865058031,-2.16604741557797,-0.220138966516281
1.0637310730013,-2.36765207493707,-0.284287141465697
1.06192754912739,-2.42842093250768,-0.244641959098951
1.07561213581456,-2.63527175620284,-0.178498343620553
1.17559069011937,-2.57147774523872,0.021938944937129
1.23678895865904,-2.53224096908598,0.075945055105172
1.4244735151512,-2.54809944267519,-0.028979937752382
1.44250046479263,-2.70570319752002,-0.05383580151112
0.878755886902892,-2.32194594915659,0.238688324245745
0.900636500254791,-2.39964437454474,0.100748216879555
0.964081244905429,-2.47509429531148,0.135454048678456
0.631469919612308,-2.16889722017306,0.255715234091955
1.0780158871266,-2.49394389165626,0.228472538493375
0.733011830162048,-2.31224635045295,0.214385129322464
0.63060499750695,-2.32109965103655,0.1705273223825
1.02878795994373,-2.53367384443913,0.142787497409614
1.27514086868349,-2.49619380866295,-0.097209137085572
1.02014559483986,-2.42925700487536,-0.222963361179819
1.30583302505345,-2.17907700515794,0.136269945633646
1.23542909345237,-2.1190382677795,0.179489081067642
0.967913741543965,-2.17204492975357,0.260319731877558
0.986296531074323,-2.18358411828163,0.235176049939342
0.922744194464732,-2.07895989784679,0.035322047920984
0.51983867683814,-2.7856924402155,0.039174877481761
0.277753755146386,-2.81508448555169,-0.026538548267374
-0.020158184918299,-2.50260376848275,-0.231701862208092
0.072981470718372,-2.2932114925692,-0.071757221868629
0.477919047279328,-2.5399868855411,0.274238124358871
0.062123431562199,-2.7312396795017,-0.223472383552975
-0.078438452304415,-2.60238691320384,-0.771334988834996
0.046524888856383,-2.01273840899226,-0.464638540635367
0.145727904901863,-2.38171043505425,-0.441658719365137
0.396205741441542,-2.24081288291041,-0.203568525622128
0.498326504908348,-2.31928928080496,-0.04806902390858
0.331779204611793,-2.47344142059149,-0.037584862989364
0.372430886604744,-2.71667695369548,-0.167463520894872
0.513481738605741,-2.49453174723622,-0.320089771065118
0.725608662972999,-2.38013860843402,-0.260540823569442
1.72933536049289,-2.65793831323294,-0.436776541486725
1.21678802397946,-2.84972288877631,-0.043437387156258
1.04214788503351,-2.89256671748329,0.020409485740462
0.964698191568419,-2.77825580227868,0.168619351566848
0.906013728911039,-2.4649381232947,0.387700625338818
0.55140457852186,-2.15725091162845,-0.045256218494414
0.673600648943574,-2.19767079879155,-0.229166150575413
0.805331529308303,-2.16602806090058,-0.345838782875778
0.853550560800271,-2.06691734888291,-0.32754860902933
0.985892301730254,-2.04910067977363,-0.19244296345283
1.0253007161804,-2.06842846420773,-0.204498805781518
1.00060999297826,-2.16647291880671,-0.161996056919776
1.08451891883167,-2.18178196208141,-0.137028841667471
1.13708534471602,-2.25746483290544,-0.143269797954317
1.10451273287857,-2.27297054550392,-0.050321101936054
1.04690085511012,-2.23717761891635,0.036096000666616
1.03515694410565,-2.18903620601673,-0.0200483696476
0.869851065978558,-2.21664492021347,0.026481085081081
0.907099576775678,-2.10455462446045,-0.066695839717732
0.836732473868015,-2.09536576143188,-0.182939565798163
0.89549258679649,-2.10822477329029,-0.214680217430268
0.843478790107272,-2.25930262153781,-0.351727550851243
0.84509518514027,-2.29092578388498,-0.224360972115588
0.970375187235238,-2.31373746902869,-0.322523214962748
1.00297831268107,-2.34509484051028,-0.432419867749104
1.02057820149369,-2.21126707055153,-0.572666245377949
1.0759645538287,-2.13455299849877,-0.445413861640895
0.930680157253973,-2.13814717967082,-0.478614273220951
0.795822686470247,-2.06027145583421,-0.417233710172161
1.10286215485894,-1.95018924897658,-0.379089067603778
1.16656436876338,-1.83545184918656,-0.37329658907084
1.29678113629834,-1.89497003289592,-0.48667667237865
1.2172987562071,-1.72028973644874,-0.503724108810253
1.37546709385235,-1.89128545489409,-0.619023384184267
1.4072376115808,-1.9248644774859,-0.388646879682208
1.57170235100335,-2.27874487969629,-0.250574052756227
1.63912821628352,-2.41514982586855,-0.466783887774039
1.5623445314908,-2.35107863988952,-0.338992087349072
1.63695428291198,-2.12061858116461,-0.46771130129301
1.70507440570972,-2.64653430372813,-0.686745365248566
1.38372253766785,-1.86821664130715,-0.848416839283611
1.11717915243539,-1.87018698179536,-0.6661875941661
1.03308492898386,-1.94128815723135,-0.753332216483026
0.993846677908216,-1.86931932401392,-0.524336515076233
1.14790422147047,-2.1282952162216,-0.584058429215406
1.12998342653,-2.27455627854071,-0.696609870821043
1.30017393942237,-2.35155872575651,-0.33817255393179
1.30505217430367,-2.62103688587548,-0.575461790913166
0.873373499395488,-2.11041520688243,-0.75669115116183
0.890130537822362,-2.1605961455553,-0.69544543287221
1.14475950907836,-2.02163268601163,-0.439643283061974
0.882271671549322,-2.42607050976964,0.028720823901169
0.939033696845625,-2.445618439863,-0.121379681989379
0.829054085218344,-2.33695373004516,-0.38332661877976
1.06400076629758,-2.63830809129289,-0.182884252993464
0.966074898218122,-2.676808825488,-0.332487854065182
0.940627556050982,-2.42601871146434,-0.262816171791813
0.922840044317165,-2.9866267632898,-0.092428111495059
0.703628937996691,-2.8096202129774,0.069511257117397
0.826994241001097,-2.80828626594228,0.114456041371662
1.09468220617966,-2.78190697841427,0.16060013892157
1.28765667501438,-3.0789525113374,-0.23813327743075
1.50433692357117,-2.95924198107923,-0.309132637079906
1.64115393027705,-2.76971867959649,-0.434183341393687
