joint_torque_1,joint_torque_2,joint_torque_3,joint_torque_4,joint_torque_5,joint_torque_6
8.40582733333333,59.7377753333333,27.5672479466667,-4.32195938666667,-2.719255,1.96304313333333
5.80321466666667,36.8918646666667,19.0413840266667,-4.54367216,-4.4928752,-0.882740466666667
-6.249583125,11.333341875,29.0026222,8.6705531,-0.7249034375,1.1709445
6.93124,-12.9523907142857,33.1304286571429,-2.19039057142857,-2.1476565,-1.27400664285714
-7.46273214285714,-76.9644307142857,12.9510698857143,-3.66813294285714,-1.28510564285714,2.32761885714286
9.34843714285714,-56.6657992857143,13.4292537428571,7.22520382857143,-4.83837121428572,-1.80517307142857
-9.46589933333333,25.6387926666667,17.9817697333333,-0.420390453333333,4.38262513333333,1.29710313333333
-5.76244266666667,73.858478,28.2323862666667,-5.614804,5.47698653333333,1.5449808
7.52922933333333,54.9538606666667,25.47393384,7.75130890666667,-0.333709933333333,1.39921393333333
-8.480576,39.7866766666667,26.1073989066667,-1.13159896,2.6349026,2.81396646666667
7.46807133333333,71.0723913333333,30.9130952533333,7.08617058666667,1.33335986666667,-2.3485484
-5.57217333333333,91.6010933333333,29.6490445066667,-0.41463168,-1.53018213333333,-0.855362933333333
-9.02420266666667,75.0748426666667,13.01770712,4.93238936,-1.9134676,1.798038
7.93694933333333,-45.440394,-31.7740318666667,-9.21403733333333,1.8779508,1.84613366666667
10.29493,-51.7221942857143,-32.4640563142857,5.11502474285714,2.64552592857143,1.97403642857143
7.43360928571429,-40.7064735714286,-45.8130985714286,-7.20360842857143,-0.002378357142857,-1.81389371428571
7.40448642857143,12.0714242857143,-33.9356285714286,6.41074874285714,-1.7924885,-1.24070964285714
-6.86328666666667,10.8793286666667,-48.3967310933333,-0.740002373333333,-3.38371513333333,-1.61675433333333
-9.010612,22.5537113333333,-33.1331023733333,-9.18812285333333,-0.521653,-1.20609133333333
7.84861,4.22669733333333,-33.9422100266667,4.07145274666667,4.20134146666667,1.67298926666667
10.4308366666667,-1.80076333333333,-49.6982138666667,-3.89581016,-0.2530572,-1.7048064
-7.65834066666667,-13.8692753333333,-51.4949511466667,1.02506165333333,1.7780598,-1.37553606666667
5.25279266666667,-11.5724526666667,-49.4102752,1.79673728,0.688877933333333,-1.49466533333333
9.06497466666667,-10.743422,-49.07338696,-8.76197362666667,1.84317393333333,1.92826626666667
8.47378066666666,-20.426772,-42.8164797333333,-11.3303865333333,0.060674533333333,-0.678518866666667
-8.22235333333333,14.045954,16.3290017866667,2.19985141333333,-5.49326506666667,-1.387375
5.92553066666667,-43.5173146666667,-11.82564104,-7.78010277333333,1.12025906666667,1.3851552
6.93124,4.0772,-41.541451325,1.727632,3.586364375,-1.720345
-7.905945625,-58.450484375,12.8168699,-3.484957675,5.4142309375,-0.9968289375
-9.948368,-101.019425333333,-52.3184557333333,5.20881048,0.318911266666667,-1.06624393333333
-9.69694066666667,-95.1142806666667,-35.2984011466667,10.4636911466667,-1.31264173333333,-1.8624122
9.06448928571428,-75.9305692857143,-20.3798874857143,8.71528642857143,-4.31909657142857,-2.15399878571429
5.759045,-59.476155,-4.15557197142857,8.5085876,-5.26726828571429,1.99544164285714
8.918875,-77.3794314285714,-46.43011,2.06081817142857,-1.986721,1.04568435714286
-7.67872666666667,-82.7603646666667,-45.36761632,-4.02250317333333,3.41035273333333,-1.6115748
-10.6075153333333,-59.262102,5.70694437333333,9.32345402666667,6.09187113333333,1.82393566666667
9.58142,-11.2778264285714,33.5098906857143,1.06125965714286,0.688138,-1.68942635714286
-9.68335,66.0370493333333,1.93782722666667,-5.63783909333333,-5.12181853333333,1.49466533333333
3.17342066666667,76.916378,1.96086232,8.57193410666667,-1.50576433333333,1.59529626666667
-6.166765,67.7470464285714,9.61920817142857,1.92507565714286,3.87989328571429,-1.80596585714286
