joint_torque_1,joint_torque_2,joint_torque_3,joint_torque_4,joint_torque_5,joint_torque_6
7.298188,97.4926473333333,4.39970282666667,-5.90274266666667,4.88282006666667,-0.824285733333333
-4.45094333333333,18.3949673333333,-20.7114282933333,3.14429024,0.653361133333333,2.21610033333333
5.83719133333333,63.50239,19.6748490933333,-2.26031853333333,5.52878186666667,-0.7081162
-6.82251466666667,102.106678666667,50.3460758666667,11.42828568,0.011099,-1.67002953333333
6.53031533333333,71.5820413333333,-14.8086856266667,5.17713722666667,-1.02628753333333,0.707376266666667
6.075028,-45.8956813333333,-15.00448392,-2.55977474666667,-5.75224173333333,1.3518582
9.37756,-77.9084966666667,-26.5076336533333,6.68305645333334,-3.01152866666667,-1.98746093333333
-2.59581733333333,-106.645961333333,-30.449514,3.26810386666667,0.9411952,1.84391386666667
6.00658928571429,-112.144842142857,-48.4446523142857,2.36932388571428,-2.68120128571429,1.43573492857143
6.48954333333333,-135.97462,-47.1960268533333,-2.05300269333333,-3.7536818,-1.56569893333333
-7.16422285714286,-88.0383971428572,0.083296542857143,5.32480862857143,-4.35477192857143,1.55068885714286
-6.156572,-99.096346,-8.65831570666667,6.56788098666667,-1.4339908,-1.69444733333333
-4.69557533333333,-108.983556,-23.1992183733333,-3.66257984,-2.27677486666667,-1.65745066666667
4.464534,-76.4950673333333,-10.6825245333333,-7.35395354666667,-5.2254092,-1.14171713333333
-3.39087133333333,-8.39223666666667,34.4173088266667,-3.12413453333333,-4.7037562,-1.6026956
5.952712,32.026406,40.6310252533333,-5.05044421333333,-0.485396266666667,1.49910493333333
-8.75918466666667,83.6369626666667,39.2316433333333,-10.4089828,-1.64561173333333,1.6182342
8.18837666666667,-50.924228,-27.14973688,1.08264938666667,-1.28600413333333,1.65671073333333
8.22720714285714,-69.6618742857143,-31.4459874571429,-5.0965144,-5.31007871428572,-2.00099114285714
4.59364533333333,-96.915044,-40.76347704,9.46166458666667,-3.9112876,-2.01483846666667
7.383554375,-56.603003125,20.826063875,-8.025390525,-0.409275625,-2.3342584375
8.08644666666667,-25.0611893333333,35.13139672,-4.07145274666667,-0.964133133333333,1.9445448
-5.830396,-36.5453026666667,17.0834010933333,6.89037229333333,-4.40778286666667,-0.721435
6.89726333333333,-54.7092286666667,8.8109232,-4.55231032,-3.10845993333333,1.298583
-4.52314375,-7.6192675,22.0057126,4.521536875,-1.6877416875,1.935388125
-7.51563866666667,-6.156572,20.2104150133333,3.47829909333333,-3.4096128,1.75438193333333
-7.14784125,9.47949,11.388874075,3.023356,-2.0123874375,-1.2382321875
7.68843428571428,8.93343642857143,23.3076067142857,-5.91096948571428,-4.07729692857143,-1.19631364285714
11.089984,37.7480766666667,25.0650609333333,-2.31790626666667,-5.50806373333333,-1.04478586666667
-3.36369,43.5512913333333,25.3472408266667,6.18780194666667,-1.26232626666667,2.0910516
