x,y,z
0.303260629283947,-2.53375782937039,-0.25377407741537
0.312610658661875,-2.42986321502929,-0.20643006844522
0.262434392007146,-2.70672831466683,-0.237961726604579
0.295265766914466,-2.90826951964288,-0.378423388445974
0.199453129282045,-2.53343640660298,-0.353687598247773
0.142233347220178,-2.47067931485824,-0.239595584828964
0.489618521675976,-2.6566226158894,-0.026842304396177
0.639925667098582,-2.43093320133524,0.096889804520714
0.827725448605777,-2.31935142128622,0.175529998663749
0.922715873545338,-2.30564457615604,0.146461369668447
1.08468434326138,-2.25145874923414,0.01372952418112
1.03266067079598,-2.17074265371039,-0.049893906304626
0.986633273392971,-2.07288550779953,-0.175957423855132
0.857387815184353,-2.25393329030569,-0.142875070432391
0.688485406605906,-2.41983611050767,-0.157702999718227
0.544781833612969,-2.30632823891659,-0.099377138509025
0.62213244066361,-2.24606787398903,-0.156862983707482
0.604634780406976,-2.2385982383134,-0.344299325380486
0.421334084883241,-1.60550286636616,-0.322529235620881
0.620612781685163,-1.8792888410185,0.226039460021571
1.13207170533945,-2.39873791691353,0.306748114531954
1.63396013565277,-2.37358907848096,-0.057399016258419
1.63285346601302,-2.50012572921773,-0.03851219767887
1.844158791526,-2.19520930790856,-0.558304729713958
1.27247039694547,-2.60248292900832,0.178975530017631
0.867040157878861,-2.47571318742198,0.292866421223919
1.10501161828648,-2.78142051559284,0.171115431320084
1.04946279363025,-3.04658445300803,-0.075687609312093
1.19004057168502,-3.02848862487812,-0.192211176117026
0.952399614217823,-2.83483514733395,-0.034281982809766
0.885648029467468,-2.66309135423402,0.11783695682523
0.828737958986662,-2.43733268424068,0.065745260550141
0.90873406711709,-2.74797774727752,-0.055273369696555
0.976123925902319,-2.53810786748289,-0.163187422511022
0.922423386935711,-2.5083818791252,-0.23628441663293
1.41606778504158,-2.42406596891489,-0.277990895496405
1.55854863908607,-2.23178859967557,-0.424604038825712
1.58328388097357,-2.05573595701526,-0.393496653813118
1.40657981829217,-2.27361960388652,-0.034231569428999
1.18009117101503,-2.36124291570983,0.095059363990234
0.992240479421766,-2.31994984316038,0.114291344764201
