joint_torque_1,joint_torque_2,joint_torque_3,joint_torque_4,joint_torque_5,joint_torque_6
9.49459074074074,-76.377659074074,-10.0586574222222,5.23248543703703,1.55920396296296,1.49959822222222
-5.19243411764706,-102.329725490196,-6.35582262745098,7.30771398431373,3.906848,-0.704024803921569
5.5816112962963,-98.3265857407408,-8.41580736296296,-2.95457065185185,1.587157,1.36928774074074
6.56468403846154,-88.1870917307692,-18.5820111076923,-5.45533027692308,1.57242948076923,1.91393717307692
-5.77472653846154,-97.5803332692308,-21.5463950538462,5.9171396,4.38623942307693,-1.20915067307692
-4.962716875,-120.97816875,-11.8990654,0.242048441666667,1.0204143125,-0.728834333333334
7.3532302,-96.2402674,-1.064221312,-3.112329048,3.407393,-1.45197118
-2.68154307692308,-62.1204544230769,23.6668972153846,5.80417904615385,4.89209769230769,-1.05717975
-6.64143901960784,-30.3371660784314,30.399548172549,4.43510234509804,1.33231525490196,-1.18411096078431
-9.62094387755102,-12.9284683673469,21.6509310285714,7.27280185306122,1.35294544897959,-1.03401908163265
6.78562571428571,1.62671959183673,31.2128452816326,10.2864619591837,2.86761918367347,-1.30379273469388
9.44412653061225,16.3899279591837,37.7522849795918,-2.29087528979592,2.53147804081633,-1.33074744897959
6.08781921568627,1.88870294117647,37.6589900862745,10.1642349333333,1.82328278431373,-1.53035623529412
-8.78396764705883,-21.4152931372549,33.7548805176471,-1.23728938823529,-0.14994531372549,1.53840845098039
10.8321860416667,-49.2937727083333,24.885999075,-1.2633309,3.9075416875,1.6877416875
-3.86683382978724,-56.681754893617,24.6215128595745,5.59918179574468,2.58583085106383,2.11471372340425
-5.46677632653062,-55.2439797959184,20.1216241306123,6.12339770612245,2.29658695918367,-1.265286
9.72865222222222,-53.4679477777778,13.4870471466667,5.28943330666667,4.82189888888889,1.70283324444444
-7.05702595744681,-127.269364255319,-23.0592924340426,4.9926726893617,5.44205223404255,1.3160580212766
-8.59956367346939,-89.0036118367347,-7.25869873469388,4.72454465306123,1.39099916326531,1.71264365306122
8.45368382978723,26.1613104255319,31.6616132595745,-4.26118594893617,1.14248855319149,-1.47191631914894
